fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,good_quality
11.854365035824555,0.5628688417185331,0.577560028764192,5.751505899273054,0.08396988201453892,7.727411510904189,43.212352518173645,1.0014483414387323,3.145165856126766,0.7396988201453891,10.121235251817366,1
9.034621615474691,0.45711432536930263,0.5111529738335434,4.1615459385696285,0.09911529738335434,3.0,10.0,0.9960026989124031,3.226154593856963,0.603462161547469,12.126924323094938,1
8.526370497862775,0.25077032574802927,0.43131852489313866,2.1113579184476885,0.07188642081552311,9.377284163104623,20.377284163104623,0.9947353780455118,3.391318524893139,0.7662271583689538,12.3981726695163,1
8.258206473555406,0.26100355988888635,0.343010679666659,2.5040142395555454,0.07342149515333225,16.0,47.0,0.9959933893860888,3.3943800646222364,0.7848170874666544,11.285950161555592,1
11.81843583831738,0.3286494998699814,0.6404930837017194,3.8950691629828063,0.08206752500650093,23.644158331166356,42.677920834416824,0.9975371387535755,3.1044158331166356,0.708987124902486,11.786494998699814,1
9.396027209795163,0.42325928076961994,0.5296027209795162,1.9268688041979267,0.07861212825187561,6.7885519930034555,15.788551993003455,0.9951866806587507,3.1846262391604148,0.6836565597901036,12.351986395102418,1
8.334500529564417,0.25982492056533746,0.39327497352177915,2.130998940871166,0.044602470873957065,4.0,10.0,0.9937617507943466,3.2896498411306747,0.7067250264782208,12.598249205653374,1
11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,1
9.078105456147979,0.3020419991186115,0.3497050894668189,2.1102099955930576,0.06179580008813884,13.0,27.0,0.9951424843649184,3.266568363155606,0.8465683631556062,11.886103622742178,1
10.890388680331073,0.48716701896202635,0.6043340379240526,5.131533583602713,0.10246040003836457,6.0,14.593592453554049,0.9978391575859046,3.0912815092891903,0.6918214342083765,11.8,1
12.256718144684408,0.4486199318096,0.727910231914449,4.713436289368817,0.07145526057454368,7.0,39.283590723422044,1.00097761582554,3.1718653478716736,0.6417166985112164,12.037306957433469,1
10.104839734050273,0.38,0.44945856193036693,2.1632486284177985,0.10378917123860733,6.0,10.0,0.9965135027431644,3.122108287613927,0.6352419867025136,11.821082876139267,1
6.605296523641206,0.36482864188219627,0.19560754241766767,2.2504673403212827,0.06304673403212828,16.50155780107094,42.501557801070945,0.9929945176231058,3.509376879571623,0.7550467340321283,13.247663298393586,1
9.143460144043711,0.3026076086426227,0.35564565185573627,2.017384057617485,0.06486920288087424,12.086920288087423,25.0,0.9951539155798339,3.268692028808742,0.8330463769530061,11.760844201661197,1
7.522263925091129,0.39406295330903235,0.2687294204728627,3.9961016829080664,0.09705659812727821,8.925786916362904,17.46289345818145,0.9970978111400729,3.3485157383272584,0.7337106541818548,11.092578691636291,1
7.095790658374945,0.5758684111802087,0.048921121738538464,2.1239476645937363,0.06323947664593736,35.760523354062634,49.69472894416703,0.9939176583192509,3.3954474770177034,0.7517368223604176,12.054474770177032,1
10.549087894836866,0.35236318422552987,0.5852736315489402,2.4272802629078347,0.08623631842255298,5.74543947418433,20.50912105163134,0.9975338639984797,3.1705472630978804,0.7250912105163134,11.125456052581567,1
12.713668090754064,0.3043165954622968,0.7313668090754064,2.4273361815081285,0.08507183043671737,7.705021361310962,28.431659546229678,0.9990978383176392,3.061868945206503,0.791582977311484,10.36834045377032,1
9.857597424688429,0.40831134852475415,0.3923451818322662,2.5872419697204436,0.0895759742468843,13.38274090838669,51.362098486022184,0.9980338072732906,3.2429644545032015,0.657861242391379,10.165854393634232,1
7.614867228260383,0.3807404465585472,0.2432448188402551,2.1135103623194897,0.06710796630437704,17.43244818840255,33.71622409420127,0.9958129559565252,3.365132771739617,0.8404070597822678,11.158112047100639,1
8.989856363157408,0.35083152149580893,0.5226774066758771,3.90892468891959,0.09072616459279727,11.0,24.0,0.9958768132721046,3.2772616459279726,0.7670788037395223,12.063691770360137,1
8.5,0.2154082758668399,0.52770413793342,1.76770413793342,0.07843573793203637,41.45917241331601,93.31124138002598,0.9958277773793895,3.319377517239948,0.7564591724133161,11.339692413731083,1
7.342922169533109,0.5255257083539845,0.12876650859932642,1.457533017198653,0.06886299525797979,15.858443390662176,22.287665085993265,0.9944240191049143,3.325616745700337,0.5687209899261503,10.600910373463524,1
5.22878065482043,0.4842438690359138,0.13492677081284923,2.1643903274102154,0.04586341964461292,16.0,93.27316071077415,0.9920265361010208,3.5115122619281722,0.8764390327410215,13.350732291871507,1
8.289212199034385,0.28202271268105306,0.4775727447827363,2.101348475120702,0.09258197271258237,6.0,12.0,0.99409173173355,3.2624272552172635,0.621348475120702,12.387863723913682,1
7.702887409678444,0.5356746976134973,0.14009430961222727,2.224042373549821,0.07681732445807066,17.39422518064311,38.0,0.9951173244580707,3.3557690072257245,0.7951915252900358,12.449027843221915,1
7.489781433388796,0.434926909570161,0.3294890716694398,2.1237226791735995,0.05867882491569608,31.94890716694398,53.76277320826401,0.996739122914842,3.29288319624792,0.7354016450249581,10.569344300166387,1
9.494652582138789,0.3420356494524081,0.3828752269165718,1.4407129890481614,0.06610178247262041,3.1017824726204037,7.101782472620403,0.9945066133020213,3.2073030203454684,0.55,11.542495461668565,1
10.24457462269493,0.26917154835105994,0.5415285913918434,2.037573225265899,0.08269428172163135,40.929986025709674,72.92998602570968,0.9953797685019589,3.0319721073226726,0.6743291503634563,11.647140860815668,1
9.92944649877704,0.40556591802616887,0.520970145187718,3.583488770392533,0.08511318360523377,11.245957728384509,24.245957728384507,0.9968867568019995,3.2826212681484646,0.9531063407423238,11.926212681484648,1
7.455386764066399,0.3116068137325956,0.3560681373259556,2.4839318626740443,0.07862569116154933,25.67863725348089,34.83931862674044,0.9937656721577722,3.231247696128169,0.6237430883845066,12.3553867640664,1
9.432089678353824,0.4061193833671828,0.26895525470871273,2.5,0.09506716487974347,16.746268096205224,49.0,0.9980880597855692,3.2179850536076957,0.7298507238482089,10.111940214430783,1
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,1
8.778638483293673,0.37572769665873434,0.3234674719058951,5.06254185458626,0.08457276966587343,11.04024157176853,47.0,0.9985521394388686,3.383467471905895,0.7717337359529476,10.638698876235804,1
10.4,0.3207088882163783,0.6124501221864923,2.6967654246264248,0.08307088882163784,5.103234575373575,21.896765424626427,0.9995728839341782,3.258967654246264,0.7689056811046009,11.15870616985057,1
11.655579257809045,0.32438363780368507,0.4940116872830821,3.2796493815075367,0.09219766254338357,53.03719505206029,79.51859752603015,0.9997434699871852,3.274325201388274,0.7495696130639865,10.788257120227806,1
8.99509772208595,0.34769625285272804,0.4244120501226458,2.33848126426364,0.057230374714727195,13.0,27.0,0.9950760781776687,3.291470683374215,0.8714706833742153,12.591669362269434,1
10.2,0.4605198413494831,0.600519841349483,3.607523807612406,0.08379206346020676,10.589603173010339,24.820793653979322,0.9971832420624567,3.236648412491344,0.9038166663321711,12.20519841349483,1
7.944053457728485,0.3407048553236558,0.36176213830913934,1.9035242766182787,0.06568723394056436,5.017621383091393,10.0,0.9942331723885739,3.267356792536291,0.5419383521400534,11.210572829854836,1
8.087961097831947,0.3333611670650416,0.39784272315176367,2.455184439132779,0.074,28.43980548915974,47.55184439132779,0.9952867223341302,3.328963112173444,0.8766388329349585,12.243145536964727,1
6.9419299608588325,0.43150678778052054,0.24645032420039426,2.4204288801908516,0.08627991354656153,22.591422396182967,36.60214440095426,0.9951960214440095,3.397742671885489,0.7461286640572555,11.781715520763406,1
7.572523389947832,0.3103052956672463,0.34305295667246316,2.4969470433275367,0.08135887909878275,25.938940866550737,34.96947043327537,0.9935990778454076,3.2221370696707243,0.5964112090121725,12.472523389947831,1
7.791768646066487,0.3840347862231806,0.4015188598569632,2.625159263662174,0.07163130760086253,22.86550712589398,41.86550712589398,0.9940697279928619,3.2969622802860736,0.7253797149642408,12.49652137768194,1
5.345121621284784,0.7590849094439511,0.06536576567594239,1.309756757430432,0.04563414414189856,13.914639645253601,92.0853603547464,0.9922481698188879,3.5901220721955793,0.8280486485139136,13.109756757430432,1
11.461565194023603,0.44547416962269637,0.6522629151886519,3.048419434591012,0.09945759539933723,10.0,23.77370848113482,0.9991747109534562,3.1525790282704493,0.8319468021068542,10.941595936794373,1
5.317088758739007,0.532373969397374,0.10487337237829802,2.0291124126099342,0.04765822482521987,15.487337237829802,89.68355034956026,0.9919191148006863,3.545126627621702,0.874873372378298,13.49746744756596,1
7.46923618590176,0.7046738687124688,0.01331356780075569,2.566271356015114,0.07601185931954658,17.0,36.67457287969772,0.9960349145759395,3.4195256272181367,0.7897035170113353,11.898814068045342,1
8.0,0.570225276955724,0.1804809631530001,1.8211872032617242,0.07566422564173456,3.141248021744828,16.0,0.9960149650915142,3.400931517064448,0.9122313588040345,10.641248021744829,1
10.5,0.25113525786027857,0.47,1.988647421397214,0.07268115471616717,6.0,24.0,0.9976886474213973,3.166702886790418,0.9779468050219502,10.944323710698606,1
7.68580634473495,0.5257676799462709,0.15136781247493306,2.20012888262893,0.0767148380684097,17.4283873105301,38.0,0.9950148380684096,3.357135492421204,0.799974223474214,12.51393589000719,1
5.316006271901915,0.765005226584929,0.057601672507177265,1.3399895468301422,0.04544004181267943,13.279979093660284,91.04014634437802,0.9924671949824784,3.567200209063397,0.8751981184294255,12.972002090633971,1
8.254239399787906,0.47532169603393515,0.3001022439448554,1.9383042400848378,0.064311886931071,6.0,11.769492933191938,0.9947035960077201,3.35,0.6830847879957581,11.930507066808062,1
8.461861247980533,0.28244524982690283,0.33438868754327433,2.5,0.07730200621682304,16.0,47.37408749711505,0.99636271887174,3.36072081280292,0.7650365001153981,11.05684312687522,1
9.308688687236181,0.4253150930965941,0.2387905679910664,2.5,0.09438160381797878,17.294716945616976,49.0,0.9980057924581575,3.2385518854606365,0.751788677824679,10.194207541842546,1
10.617107205245224,0.32978055070314916,0.47789525473205996,2.227630931584925,0.06718852959710891,6.149127122767166,18.149127122767165,0.9975022393668188,3.2504388985937016,0.7821496191182241,10.542543643861642,1
7.806088302947564,0.25507610378684453,0.31538051893422275,2.3522831136053366,0.06364459719500465,17.477168863946634,47.98477924263109,0.9962945205273472,3.4,0.7701522075736891,11.103044151473782,1
8.127277080275476,0.29454458394490485,0.3903036107033968,2.27879513379246,0.055151326521396045,4.24240973241508,10.0,0.9937127181314215,3.3154554160550953,0.6612144428135871,12.412144428135871,1
8.465548952578239,0.3331097905156478,0.4,4.435875303099832,0.05465548952578239,3.1148368247392035,9.114836824739204,0.9969413233294963,3.37425815876304,0.6645934729895682,11.737804189687044,1
11.800883923605062,0.39274340297091426,0.4777875991511673,3.876546866308857,0.07760178080639102,7.44248016976653,34.38937995755837,0.9989330950285359,3.2244248016976655,0.7271682046685796,12.061062004244164,1
9.846356663888306,0.5484547778703898,0.3444315276620128,2.4577261106480512,0.08236149727547412,33.26821668055847,63.82506391435719,0.9967872583088664,3.2424780280787666,0.7473178331944154,11.886589165972078,1
11.056285335732163,0.5481576045363996,0.4740037691447641,3.765666225020857,0.08939362043564873,8.743714664267838,43.743714664267834,1.0001307919317355,3.1688104976418443,0.6544390312150604,9.825628533573216,1
7.401343059712926,0.5244965754869335,0.2240269503459708,1.7771813576371012,0.06638926443746782,14.691274569451595,24.154362715274203,0.9951322818642363,3.4276509827780637,0.6923490172219362,10.835571023257275,1
9.359429949072592,0.3107543959258073,0.4285833806475847,2.1278289847217775,0.068707458879597,13.0,25.962280203709636,0.9951236798071299,3.311885989814518,0.7984912081483854,12.063201928701627,1
10.492366262317061,0.39880800781519865,0.41988841488273787,2.5130357730206345,0.094,13.195536595309516,46.06517886510317,0.998618696422698,3.17608926809381,0.8236875616716661,10.179330489296428,1
12.945105903102796,0.6186276475775698,0.6651823536822428,5.691170572672903,0.08388100012598126,6.948176463177573,42.051823536822425,1.0022518235368225,3.0637811755813087,0.7274088231588787,10.062188244186911,1
6.04445454585933,0.38297352939866874,0.13127566849562902,2.200981283458176,0.058098128345817616,16.33660427819392,42.33660427819392,0.9925161524067624,3.5753582887224318,0.7500981283458176,13.495093582709119,1
15.237080372264769,0.6399710832254437,0.7237080372264769,3.982270821571846,0.09542990098407488,5.865585323061026,41.92468258448821,1.00295805358151,2.9836036692347436,0.6773117064612205,11.307531741551179,1
9.521150129919823,0.6447900070865358,0.3823950035432679,3.123950035432679,0.08357037473425491,21.126749940945537,58.746500118108926,0.9986344588737192,3.3959837378938347,0.7055637520669062,11.550699976378214,1
11.484940348584917,0.5386948302106929,0.7073896604213857,4.418071581698099,0.1234678923166671,6.0,14.989960232389945,0.9983861451206981,3.012007953522011,0.8265864790125814,11.8,1
8.99011846047725,0.4748704617035388,0.16091784589443905,2.5,0.09261176922487362,18.71058462010111,49.0,0.9977934123069848,3.2916469232537913,0.8084233848040443,10.406587693015165,1
9.109138109559902,0.18084017732651686,0.4576050221658146,1.9711129987308287,0.07538025110829073,10.190125554145364,20.61974889170927,0.9956682979322333,3.3757774002538343,0.7352836779611025,11.842962333756391,1
8.527320327381883,0.30633983630905903,0.43509281309527525,2.172679672618118,0.06605568785716516,11.490718690472473,19.509281309527527,0.9955050928130953,3.2311137571433033,0.7972679672618118,11.378248458334633,1
8.913352450001536,0.3749652994446322,0.4968150272222393,2.914046461108892,0.06614740472216248,11.681502722223929,24.68150272222393,0.9951299305988892,3.317705190555675,0.7422254083335894,12.917803266668715,1
8.271931642033094,0.2943863284066188,0.4,2.951475922253721,0.05271931642033094,3.7602278598896866,9.760227859889687,0.9944759295752215,3.341988607005516,0.6904091143955874,12.512273431867625,1
9.046978015027449,0.3983052881574509,0.45426167556352937,2.4617445037568624,0.06866105763149018,11.595638740607844,19.0,0.9958234890075137,3.194261675563529,0.737214973309412,11.361744503756862,1
5.194315237710032,0.49113695245799366,0.1469896668014889,2.147157618855016,0.04482945713130095,16.0,95.3410857373981,0.9921264858106409,3.4977260950840128,0.8747157618855016,13.214384125700121,1
7.57644772575582,0.3129472731317815,0.3164736365658907,1.9176318171705464,0.06735393188391449,18.0,35.64736365658907,0.9944175022631202,3.3211840914147266,0.8917631817170546,12.247234102538718,1
6.909320959925798,0.3269773653308599,0.4016244906802705,2.4348868266542993,0.062046604799628986,22.953395200371013,35.04660479962899,0.9949655925759554,3.31093209599258,0.7895339520037101,11.774434133271498,1
8.164764572123913,0.30718116576991306,0.4197318396106088,2.291612112477827,0.07914125672565225,5.929529144247826,10.0,0.995489666374584,3.3057717486548697,0.7081883423008697,11.108387887522174,1
7.308141776636813,0.3566123881557546,0.331856641454859,1.7322477631150917,0.06683061940778773,3.8306194077877294,7.830619407787729,0.9931218231252034,3.331205299323914,0.55,12.562867170902821,1
7.310491926800046,0.3389508073199954,0.3303497308933349,2.5,0.06462951560800277,21.174865446667436,36.930053821333026,0.9951426441334931,3.3454534983866466,0.7637048439199723,12.113989235733394,1
7.212991943560119,0.4924297223485545,0.2827108329543366,2.0875702776514458,0.062,31.745783340913267,53.87570277651446,0.9968399878288612,3.306214861174277,0.6636726945834099,10.198875557576871,1
9.122959029755627,0.35153060198370845,0.4207653009918542,5.980739757438907,0.07246173495040728,6.730867475203644,13.269132524796357,0.9966984183109104,3.2757780727683277,0.5850127717764737,12.019260242561094,1
8.463004274092622,0.27506723654568305,0.35,1.7,0.060568383197747266,6.061659543178962,15.0,0.9951993047015019,3.301233190863579,0.7436995725907377,11.806165954317898,1
9.101287254435547,0.5455013547067472,0.3281876693383434,2.345630080150302,0.08410670721352717,34.27506773533736,64.64397013984642,0.9972144986452932,3.283624661323313,0.7155013547067471,11.473780480901812,1
9.193094774313488,0.40731458941034554,0.5093094774313488,1.8398977604200666,0.07339386562520399,6.9335037326332225,15.933503732633223,0.9947982099965429,3.2020204479159866,0.6880051119789966,12.453452612843256,1
6.53906914312374,0.4821310441703858,0.30106552208519294,2.3106552208519293,0.08967008584361053,22.482241298580117,56.035517402839766,0.9957947044794746,3.673859466208924,0.6581215545496959,12.092896519432047,1
11.770210754728035,0.4482974198138079,0.5612763443410044,1.457447311317991,0.08563840848995806,22.425526886820087,41.42552688682009,0.997626592476433,2.977447311317991,0.725957849054393,10.155316132092054,1
10.21529179816489,0.42949027339450363,0.6030583596329779,2.926274316513741,0.10809143883791361,11.683657553516545,28.841828776758273,0.9969050972660549,3.2542354100917557,0.7373463021406618,11.620914388379136,1
9.530113811686855,0.3258068287012113,0.4948409722072679,2.172045524674742,0.0726022762337371,12.86022762337371,25.0,0.9950997840663639,3.346022762337371,0.7711817901301031,12.302159336361598,1
11.026748473207693,0.48905346237197805,0.6088168279649726,4.110648548315247,0.11117283096927472,6.20473268814011,13.79526731185989,0.9975502261204691,3.1011831720350274,0.7154320774231868,11.622839612884066,1
10.180650928019098,0.3321790052052519,0.4125044692148008,1.8721968820644552,0.08326672012195753,9.604881960143233,28.201627320047745,0.9967764556496134,3.24,0.8138698143961804,11.300813660023872,1
12.605419302841732,0.3614559160005993,0.4867268811426859,5.284483779973031,0.06910946291444839,5.654623771462818,34.8363440571343,1.0007388299908226,3.2065462377146283,0.6780021537152275,12.01636559428657,1
10.5,0.24328531595861985,0.47,2.0671468404138014,0.06797118957517191,6.0,24.0,0.9977671468404138,3.1549279739379297,0.922997211710339,10.9835734202069,1
10.562914944046277,0.35443724160694146,0.581125516786117,2.3927126398843086,0.08644372416069414,5.814574720231382,20.370850559537235,0.9973236928504966,3.1622510335722342,0.7237085055953724,11.118542527976862,1
9.1696055586076,0.357004639239874,0.44709280599810197,1.9343619455126597,0.0764009278479748,6.0,15.0,0.9959296937253658,3.229691416346202,0.713215777655696,11.8,1
5.204613084953824,0.5248474761515513,0.057537196724603126,1.9615327123845598,0.04609226169907648,15.046130849538239,87.56919627430736,0.9922110863516893,3.5495386915046176,0.9086160745138528,13.248710283179431,1
11.461754273814746,0.40076491452370505,0.66,2.982058475793825,0.10125310113484055,12.0,29.6411695158765,0.9986670407412789,3.20152982904741,0.6730596580948203,11.122947435711152,1
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,1
9.641868257814325,0.4375865274412466,0.24697804296905415,2.5784890214845273,0.0921773353222679,18.430219570309458,48.21510978515473,0.9979924451074227,3.25366207636702,0.9227912171876217,10.6,1
6.728380392369896,0.7739757982097677,0.08318616255324263,2.2633198878943155,0.059550201681585264,31.816599439471577,49.100403363170535,0.9955814731658991,3.479651876683747,0.5765060504475581,11.878178710784628,1
9.204778582286803,0.4414788871998306,0.21339032011455195,2.5,0.09380432545714891,17.756539634280873,49.0,0.9979365190548579,3.2558702362855327,0.7702615853712349,10.263480945142131,1
8.919944483495241,0.39900277582523797,0.3573833342345055,1.7261666576549446,0.059507777717699634,31.0,49.638611005974354,0.996956011103301,3.275077777176996,0.7559194469977657,10.373833342345055,1
12.601483721370489,0.40283724500938267,0.664028765707137,2.0477516999374488,0.07808947764236567,23.0,42.46267978566961,0.9982776078714017,2.9755215742803527,0.68,10.916411807102646,1
7.749311062917929,0.5626004164923988,0.10945469847416689,2.2890354880851005,0.07709586637750757,17.301377874164142,38.0,0.9953958663775075,3.3520551149665656,0.7821929023829799,12.27261796091187,1
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,1
9.254080585138718,0.22021763120739835,0.5250816117027743,1.825408058513872,0.07703264468110975,43.49183882972256,80.96191453870529,0.9948730141152325,3.1540478634676323,0.6946463492879777,11.8,1
9.591008574367866,0.47677873048531827,0.3353557460970637,3.066301893984497,0.09237451113397228,10.0,45.464425390293634,0.9987468178397675,3.2725097773205545,0.639476158174959,9.885770156117454,1
8.540170170690173,0.35405955974156045,0.41305530547430613,4.629702201292198,0.05961956962936985,3.0,9.100425426725431,0.9972273533513774,3.3629276774566765,0.6529702201292198,11.650212713362716,1
9.960669465647854,0.5446443511450716,0.3491945610686606,2.476778244274642,0.08017050190841614,32.69665267176073,62.77719656489467,0.9966510355534363,3.2300941412214823,0.7530334732823927,11.915167366411964,1
